date,Value_sc,fwi,fwi_effis_class_id,fwi_effis_class,fwi_range,fwi_color,fwi_class_fraction,fwi_classified_pixels,fwi_modal_fraction,source,source_wms,source_layer,model_run,source_status,aggregation,retrieved_at_utc,method_note
2026-08-29,ТРСТЕНИК,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЋИЋЕВАЦ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ВАРВАРИН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,МАЛИ ИЂОШ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БАЧКА ТОПОЛА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,СУБОТИЦА-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ОЏАЦИ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,АПАТИН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КУЛА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,СОМБОР-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БАЧКА ПАЛАНКА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БАЧ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,СРБОБРАН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЖАБАЉ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ВРБАС,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,СРЕМСКИ КАРЛОВЦИ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БЕОЧИН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ТИТЕЛ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БАЧКИ ПЕТРОВАЦ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НОВИ САД-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ТЕМЕРИН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БЕЧЕЈ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,СРБИЦА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ВУЧИТРН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЗУБИН ПОТОК,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЗВЕЧАН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КОСОВСКА МИТРОВИЦА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЛЕПОСАВИЋ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЂАКОВИЦА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КЛИНА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ПЕЋ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ИСТОК,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ДЕЧАНИ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ВИТИНА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ГЊИЛАНЕ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КОСОВСКА КАМЕНИЦА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НОВО БРДО,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,СЈЕНИЦА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ПРИЈЕПОЉЕ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НОВА ВАРОШ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ПРИБОЈ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,АРИЉЕ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЧАЈЕТИНА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,УЖИЦЕ-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ПОЖЕГА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КОСЈЕРИЋ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БАЈИНА БАШТА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КАЧАНИК,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,УРОШЕВАЦ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ПРИШТИНА-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ШТРПЦЕ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ШТИМЉЕ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЛИПЉАН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КОСОВО ПОЉЕ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ГЛОГОВАЦ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ОБИЛИЋ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ПОДУЈЕВО,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ТУТИН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НОВИ ПАЗАР-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,РАШКА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ВРЊАЧКА БАЊА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КРАЉЕВО-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БАБУШНИЦА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ДИМИТРОВГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БЕЛА ПАЛАНКА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ПИРОТ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ГАЏИН ХАН,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ДОЉЕВАЦ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НИШ-МЕДИАНА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НИШ-ПАЛИЛУЛА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НИШ-НИШКА БАЊА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,МЕРОШИНА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НИШ-ПАНТЕЛЕЈ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,НИШ-ЦРВЕНИ КРСТ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,СВРЉИГ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,АЛЕКСИНАЦ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,РАЖАЊ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ИВАЊИЦА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЛУЧАНИ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЧАЧАК-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ГОРЊИ МИЛАНОВАЦ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КНИЋ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КРАГУЈЕВАЦ-ГРАД,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БАТОЧИНА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЛАПОВО,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,РАЧА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ТОПОЛА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,АРАНЂЕЛОВАЦ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ЖИТОРАЂА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,КУРШУМЛИЈА,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,ПРОКУПЉЕ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
2026-08-29,БЛАЦЕ,,,,,,,0,,EFFIS deterministic FWI,,,,UNAVAILABLE,none,2026-08-25T11:16:27.776550Z,No populated deterministic EFFIS FWI WMS render was available for this valid date; FWI is intentionally unavailable and must not be interpreted as GREEN/no risk.
